location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:13e7ad6f1e60,2026-01-01,SNNPR,Silite,Worabe town,0.5254874,0,high,high_risk_source,high,7,0,0.5377076,Worabe,This woreda is high or very-high risk for the next prediction month.
ETH:db72d61992dd,2026-01-01,SNNPR,Wolayta,Damot Pullasa,0.5253626,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:74d85db9005a,2026-01-01,SNNPR,Kembata Tembaro,Kacha Birra,0.52515364,0,high,high_risk_source,high,6,0,0.5657085,Doyogena,This woreda is high or very-high risk for the next prediction month.
ETH:2362fbd97212,2026-01-01,SNNPR,Wolayta,Damot Woide,0.52499485,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:cb6b1de61b10,2026-01-01,Amhara,W Gojjam,Bure zuria,0.5244349,0,high,high_risk_source,high,14,0,0.72052395,North Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:ebc15dc341b9,2026-01-01,Oromia,E Wellega,Gudeya Bila,0.52411866,0,high,high_risk_source,high,6,0,0.6111743,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:94f316f8a388,2026-01-01,Amhara,N Wello,Wadila,0.5240066,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:ET041012,2026-01-01,Oromia,East Hararge,Melka Balo,0.5226919,0,high,high_risk_source,high,10,0,0.63340354,Meyu Muleke,This woreda is high or very-high risk for the next prediction month.
ETH:ET040111,2026-01-01,Oromia,West Wellega,Babo,0.5224541,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET040410,2026-01-01,Oromia,Jimma,Dedo,0.52223855,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:9d2a9a5f4274,2026-01-01,Amhara,N Shewa,Asagrt,0.5221397,0,high,high_risk_source,high,12,0,0.61323196,Mojana wedra,This woreda is high or very-high risk for the next prediction month.
ETH:8841739a6ad2,2026-01-01,Oromia,E Wellega,Ebantu,0.5221002,0,high,high_risk_source,high,6,0,0.6111743,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:96a94a9d8aaf,2026-01-01,Amhara,E Gojjam,Bibugne,0.52188283,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:372b75ba632c,2026-01-01,Amhara,North Shewa,Kewet,0.5218789,0,high,high_risk_source,high,5,0,0.5511707,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:bf42a4d6a796,2026-01-01,Sidama,Sidama,Dara,0.52165353,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:65d558b91520,2026-01-01,Central Ethiopia,Tenbaro Sp woreda,Tembaro Rural,0.5213053,0,high,high_risk_source,high,1,0,0.5213053,Tembaro Rural,This woreda is high or very-high risk for the next prediction month.
ETH:723fa75a0959,2026-01-01,Afar,Afar 2,Megale,0.52106357,0,high,high_risk_source,high,5,0,0.69612896,Abaala,This woreda is high or very-high risk for the next prediction month.
ETH:d4dc1de2afb0,2026-01-01,SNNPR,Sheka,Masha Town,0.52104145,0,high,high_risk_source,high,1,0,0.52104145,Masha Town,This woreda is high or very-high risk for the next prediction month.
ETH:8533b486f7dc,2026-01-01,Oromia,Modjo Town,Modjo Town,0.52009016,0,high,high_risk_source,high,1,0,0.52009016,Modjo Town,This woreda is high or very-high risk for the next prediction month.
ETH:7d8140f1d137,2026-01-01,Oromia,North Shoa,Dera (OR),0.51986957,0,high,high_risk_source,high,3,0,0.51986957,Dera (OR),This woreda is high or very-high risk for the next prediction month.
ETH:ET110217,2026-01-01,South West Ethiopia,Kefa,Shishinda town,0.51917607,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:e9f754b96760,2026-01-01,Oromia,Arsi,Bekoji town,0.51827645,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:96da98b41409,2026-01-01,Oromia,E Wellega,Boneya bushe,0.51808405,0,high,high_risk_source,high,6,0,0.6111743,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:9f8d2fa3537e,2026-01-01,Amhara,S Wello,Borena,0.51802206,0,high,high_risk_source,high,4,0,0.5888631,Kutaber,This woreda is high or very-high risk for the next prediction month.
ETH:ET030595,2026-01-01,Amhara,North Shewa (AM),Shoa Robit,0.517991,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:ebb1c528620b,2026-01-01,Amhara,Wag Himra,Sekota Zuriya,0.51761955,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:ET040107,2026-01-01,Oromia,West Wellega,Ayira,0.51748466,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:5b71161e6ebc,2026-01-01,Amhara,C Gonder,Tach Armacho,0.5172653,0,high,high_risk_source,high,7,1,0.78297824,East Belesa,This woreda is high or very-high risk for the next prediction month.
ETH:9db78b716d49,2026-01-01,Oromia,E Harerghe,Midega Tola,0.5168356,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:ET040894,2026-01-01,Oromia,Arsi,Bokoji-town,0.51669705,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:f55261d3b664,2026-01-01,Oromia,Shaggar City,Laga Tafo L/Dadi Sub city,0.51632184,0,high,high_risk_source,high,6,0,0.6244372,Burayu sub city,This woreda is high or very-high risk for the next prediction month.
ETH:a015eee6a11c,2026-01-01,Oromia,E Harerghe,Haromaya Town,0.5163206,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:590a6ac36a6b,2026-01-01,SNNPR,Wolayta,Boloso Bombe,0.5157157,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:f2677214110a,2026-01-01,SNNPR,S Omo,Malie,0.51558626,0,high,high_risk_source,high,4,0,0.55308664,South Ari,This woreda is high or very-high risk for the next prediction month.
ETH:ET041017,2026-01-01,Oromia,East Hararge,Golo Oda,0.51554036,0,high,high_risk_source,high,10,0,0.63340354,Meyu Muleke,This woreda is high or very-high risk for the next prediction month.
ETH:ET040893,2026-01-01,Oromia,Arsi,Shanan Kolu,0.5153198,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:c8088bbc4c5e,2026-01-01,South West Ethiopia,West Omo,Menit Goldia,0.515139,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:d25e4d82a3b6,2026-01-01,Amhara,S Gonder,Simada,0.51487744,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:a2240498ddcb,2026-01-01,SNNPR,Kembata Tembaro,Durame town,0.5148587,0,high,high_risk_source,high,6,0,0.5657085,Doyogena,This woreda is high or very-high risk for the next prediction month.
ETH:7a3261e701e2,2026-01-01,Amhara,E Gojjam,Shebel Berenta,0.5147941,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:b912f831c8d4,2026-01-01,Sidama,Sidama,Hawella,0.5142393,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:68526fc2b8f0,2026-01-01,Central Ethiopia,Silite,Worabe town,0.51410097,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:930cce553481,2026-01-01,SNNPR,South Omo,Malie,0.51379323,0,high,high_risk_source,high,5,0,0.651554,Jinka Town,This woreda is high or very-high risk for the next prediction month.
ETH:981b2a932c22,2026-01-01,Oromia,W Arsi,Kokosa,0.5134551,0,high,high_risk_source,high,1,0,0.5134551,Kokosa,This woreda is high or very-high risk for the next prediction month.
ETH:d0190950e18d,2026-01-01,Oromia,Horo Guduru,Guduru,0.51267904,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:d1bc6917e0e5,2026-01-01,Oromia,North Shoa,Aleltu,0.5121396,0,high,high_risk_source,high,3,0,0.51986957,Dera (OR),This woreda is high or very-high risk for the next prediction month.
ETH:16fbbefe01cf,2026-01-01,Oromia,Finfine Zuria,Sebeta town,0.51194,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:7ebbc1dc74ba,2026-01-01,SNNPR,Silite,Lanfero,0.5118317,0,high,high_risk_source,high,7,0,0.5377076,Worabe,This woreda is high or very-high risk for the next prediction month.
ETH:ET042101,2026-01-01,Oromia,East Bale,Gololcha Bale,0.5116946,0,high,high_risk_source,high,8,0,0.7246736,Rayitu,This woreda is high or very-high risk for the next prediction month.
ETH:de36390ef5d1,2026-01-01,Oromia,East Harerghe,Fedis,0.51138705,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:cf9b7c926264,2026-01-01,Amhara,N Shewa,Debre Birhan,0.510795,0,high,high_risk_source,high,12,0,0.61323196,Mojana wedra,This woreda is high or very-high risk for the next prediction month.
ETH:b9e54586287d,2026-01-01,Amhara,N Shewa,Ankober,0.5107743,0,high,high_risk_source,high,12,0,0.61323196,Mojana wedra,This woreda is high or very-high risk for the next prediction month.
ETH:faab8441a08b,2026-01-01,Amhara,Awi,Zigem,0.5107344,0,high,high_risk_source,high,16,0,0.72336924,Jawi,This woreda is high or very-high risk for the next prediction month.
ETH:b419536b188f,2026-01-01,Sidama,Sidama,Bona Zuria,0.510707,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ET041109,2026-01-01,Oromia,Bale,Sinana,0.51045966,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:8a70e994c961,2026-01-01,Oromia,North Shoa,Hidabu Abote,0.50989157,0,high,high_risk_source,high,3,0,0.51986957,Dera (OR),This woreda is high or very-high risk for the next prediction month.
ETH:ddb16fed0734,2026-01-01,Tigray,Western,Kafta Humera,0.5098567,0,high,high_risk_source,high,1,0,0.5098567,Kafta Humera,This woreda is high or very-high risk for the next prediction month.
ETH:311ae5bb476b,2026-01-01,SNNPR,Silite,Alicho wuriro,0.5093378,0,high,high_risk_source,high,7,0,0.5377076,Worabe,This woreda is high or very-high risk for the next prediction month.
ETH:1f345da4648d,2026-01-01,Oromia,Shaggar City,Gafarsa Guje,0.5092316,0,high,high_risk_source,high,6,0,0.6244372,Burayu sub city,This woreda is high or very-high risk for the next prediction month.
ETH:ET040316,2026-01-01,Oromia,Ilu Aba Bora,Hurumu,0.5087956,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:cd8e898e5c58,2026-01-01,Oromia,Kelem Wellega,Dale Sedi,0.508244,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:a93c097f5836,2026-01-01,SNNPR,Gedeo,Yerga Cheff,0.5079088,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:ff63179d47e3,2026-01-01,Oromia,Finfine Zuria,Holeta town,0.5076684,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:ET041618,2026-01-01,Oromia,Buno Bedele,Meko,0.5073924,0,high,high_risk_source,high,12,0,0.7092342,Chora (Buno Bedele),This woreda is high or very-high risk for the next prediction month.
ETH:ET040824,2026-01-01,Oromia,Arsi,Inkolo Wabe,0.5070098,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:2cd0ba4be20c,2026-01-01,SNNPR,S Omo,Banatsemay,0.5065616,0,high,high_risk_source,high,4,0,0.55308664,South Ari,This woreda is high or very-high risk for the next prediction month.
ETH:3fcb8cc9e4f6,2026-01-01,Hareri,Sofi,Sofi,0.50650096,0,high,high_risk_source,high,1,0,0.50650096,Sofi,This woreda is high or very-high risk for the next prediction month.
ETH:ET041303,2026-01-01,Oromia,South West Shewa,Waliso,0.50626236,0,high,high_risk_source,high,8,0,0.5864828,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:9e152597d5b9,2026-01-01,Amhara,W Gojjam,Wemberma,0.5062379,0,high,high_risk_source,high,14,0,0.72052395,North Achefer,This woreda is high or very-high risk for the next prediction month.
ETH:dc60d00df5d0,2026-01-01,Sidama,Sidama,Bensa,0.5059603,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ET041309,2026-01-01,Oromia,South West Shewa,Becho (SW Shewa),0.5054405,0,high,high_risk_source,high,8,0,0.5864828,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:ET071402,2026-01-01,Central Ethiopia,Halaba,Wera,0.50534165,0,high,high_risk_source,high,4,0,0.6251976,Halaba Kulito town,This woreda is high or very-high risk for the next prediction month.
ETH:be847aad400d,2026-01-01,Oromia,Borena,Surupha,0.50515664,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:fe08d35c01c7,2026-01-01,South West Ethiopia,Dawro,Tercha Zuriya,0.5049357,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:59df941eec16,2026-01-01,SNNPR,Wolayta,Boditi Town,0.5048356,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:b7efe17a9f6f,2026-01-01,Oromia,West Shoa,Illu Galan,0.5046959,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:6da2c72199c6,2026-01-01,Oromia,W Shoa,Abuna Gindeberet,0.50456834,0,high,high_risk_source,high,2,0,0.5381955,Jeldu,This woreda is high or very-high risk for the next prediction month.
ETH:56d652101c44,2026-01-01,Central Ethiopia,Silite,Dalocha,0.504146,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:bed8c9a310d9,2026-01-01,Hareri,Aboker,Aboker,0.5040316,0,high,high_risk_source,high,1,0,0.5040316,Aboker,This woreda is high or very-high risk for the next prediction month.
ETH:e366b5bd2ee1,2026-01-01,SNNPR,Kefa,Shishoende,0.5040018,0,high,high_risk_source,high,5,0,0.6788345,Bonga,This woreda is high or very-high risk for the next prediction month.
ETH:ET110204,2026-01-01,South West Ethiopia,Kefa,Gimbo,0.5034201,0,high,high_risk_source,high,19,0,0.6822803,Bita,This woreda is high or very-high risk for the next prediction month.
ETH:ec9445d6dbbe,2026-01-01,Oromia,E Wellega,Jimma Arjo,0.50317436,0,high,high_risk_source,high,6,0,0.6111743,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:66f296afa771,2026-01-01,Amhara,Central Gonder,Tach Armacho,0.50290996,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:3be4ae3ea264,2026-01-01,Amhara,North Shewa,Mojan Wedera,0.50282675,0,high,high_risk_source,high,5,0,0.5511707,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:58f5e115eb7d,2026-01-01,SNNPR,Silite,West Azernet Berebere,0.5028068,0,high,high_risk_source,high,7,0,0.5377076,Worabe,This woreda is high or very-high risk for the next prediction month.
ETH:7ae83bb84204,2026-01-01,Sidama,Sidama,Daya Town Admin,0.50272816,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:b02551fec4d4,2026-01-01,Somali,Liben,Dekasuftu,0.50266856,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:c8fc722fdb00,2026-01-01,Hareri,Hareri,Jinela,0.5017303,0,high,high_risk_source,high,8,0,0.6352051,Dire Teyara,This woreda is high or very-high risk for the next prediction month.
ETH:acb8b08a6ff5,2026-01-01,Oromia,Shaggar City,Kura Jida,0.5016548,0,high,high_risk_source,high,6,0,0.6244372,Burayu sub city,This woreda is high or very-high risk for the next prediction month.
ETH:ET041311,2026-01-01,Oromia,South West Shewa,Woliso town,0.50162053,0,high,high_risk_source,high,8,0,0.5864828,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:84af2826f553,2026-01-01,Benishangul Gumuz,Asossa,ASsOSA,0.5009781,0,high,high_risk_source,high,9,0,0.6553635,Bilidigilu,This woreda is high or very-high risk for the next prediction month.
ETH:ET041001,2026-01-01,Oromia,East Hararge,Kombolcha,0.50061417,0,high,high_risk_source,high,10,0,0.63340354,Meyu Muleke,This woreda is high or very-high risk for the next prediction month.
ETH:6504f4162699,2026-01-01,Oromia,Horo Guduru,Hababo Guduru,0.5002592,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:7987791be49c,2026-01-01,Amhara,East Gojjam,Debay Telatgen,0.49713433,0,moderate,nearby_same_zone,watch,16,2,0.75261146,Baso Liben,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:800c833f6863,2026-01-01,Amhara,South Gonder,Guna Begemider,0.49389163,0,moderate,nearby_same_zone,watch,16,1,0.7791149,Woreta town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET041499,2026-01-01,Oromia,Guji,Shakiso Town,0.49217194,0,moderate,nearby_same_zone,watch,15,6,0.88357407,Adola Rede,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:d19bfca17cad,2026-01-01,Oromia,Guji,Anna Sora,0.4920175,0,moderate,nearby_same_zone,watch,15,6,0.88357407,Adola Rede,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:147f60dc3fd0,2026-01-01,Oromia,Guji,Adola town/Adola Wayu,0.48818704,0,moderate,nearby_same_zone,watch,15,6,0.88357407,Adola Rede,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET050307,2026-01-01,Somali,Jarar,Degahabur town,0.48334494,0,moderate,nearby_same_zone,watch,15,1,0.77285266,Gashamo,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET041502,2026-01-01,Oromia,West Guji,Kercha,0.4818971,0,moderate,nearby_same_zone,watch,8,1,0.9748116,Gelana (West Guji),This woreda is in the same zone as a high or very-high risk source woreda.
ETH:9987d1187b37,2026-01-01,Oromia,Guji,Dima,0.48065686,0,moderate,nearby_same_zone,watch,15,6,0.88357407,Adola Rede,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:99915a35f5ab,2026-01-01,Oromia,East Borena,Negele Borana town,0.4791315,0,moderate,nearby_same_zone,watch,6,4,0.80464333,Gora Dola,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040105,2026-01-01,Oromia,West Wellega,Kiltu Kara,0.47789305,0,moderate,nearby_same_zone,watch,19,1,0.7688439,Mendi Town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET041492,2026-01-01,Oromia,Guji,Adola Town,0.4695376,0,moderate,nearby_same_zone,watch,15,6,0.88357407,Adola Rede,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:98942df09124,2026-01-01,South West Ethiopia,Sheka,Teppi Town,0.46724197,0,moderate,nearby_same_zone,watch,5,1,0.82484925,Tepi,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:abe44d6f1d42,2026-01-01,Amhara,East Gojjam,Hulet Ej Enese,0.4572171,0,moderate,nearby_same_zone,watch,16,2,0.75261146,Baso Liben,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:257eccc7b352,2026-01-01,Amhara,West Gojjam,Debub Achefer,0.446994,0,moderate,nearby_same_zone,watch,15,1,0.8326402,Jabi Tehnan,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:d8a0140fd63b,2026-01-01,Amhara,West Gojjam,Bure town,0.43383843,0,moderate,nearby_same_zone,watch,15,1,0.8326402,Jabi Tehnan,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:19a80f84574a,2026-01-01,Oromia,East Shoa,Bishoftu town,0.4317345,0,moderate,nearby_same_zone,watch,16,1,0.7663057,Adama,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040104,2026-01-01,Oromia,West Wellega,Lalo Asabi,0.42349973,0,moderate,nearby_same_zone,watch,19,1,0.7688439,Mendi Town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET041106,2026-01-01,Oromia,Bale,Gasera,0.42249987,0,moderate,nearby_same_zone,watch,18,2,0.98416394,Goro (Bale),This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040199,2026-01-01,Oromia,West Wellega,Nejo Town,0.4085413,0,moderate,nearby_same_zone,watch,19,1,0.7688439,Mendi Town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:80440da88c1c,2026-01-01,Oromia,Borena,Dubuluk,0.40298933,0,moderate,nearby_same_zone,watch,17,2,0.76752776,Teltale,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET110102,2026-01-01,South West Ethiopia,Sheka,Masha,0.3996889,0,moderate,nearby_same_zone,watch,5,1,0.82484925,Tepi,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:0637c7b6cba4,2026-01-01,Somali,Fafan,Koran Mula,0.39619505,0,moderate,nearby_same_zone,watch,24,2,0.8036948,Harshin,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040106,2026-01-01,Oromia,West Wellega,Boji Dirmeji,0.3933381,0,moderate,nearby_same_zone,watch,19,1,0.7688439,Mendi Town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:937a8417afc9,2026-01-01,Oromia,Borena,Dhas,0.37725544,0,moderate,nearby_same_zone,watch,17,2,0.76752776,Teltale,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ca9dba61dd6f,2026-01-01,Benishangul Gumuz,Kemashi,KAMASHI,0.3611876,0,moderate,nearby_same_zone,watch,5,1,0.75132024,Yaso/Zayi,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:5520cdf18230,2026-01-01,Oromia,Borena,Moyale,0.25978282,0,moderate,nearby_same_zone,watch,17,2,0.76752776,Teltale,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:d332a73b58ab,2026-01-01,Amhara,North Shewa,Siya Debirna Wayu,0.4999764,0,moderate,nearby_same_zone,monitor,5,0,0.5511707,Angolelana Tera,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:f385d3d63754,2026-01-01,Oromia,E Wellega,Guto Gida,0.49958834,0,moderate,nearby_same_zone,monitor,6,0,0.6111743,Sibu Sire,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:b621b2ff75ef,2026-01-01,Amhara,W Gojjam,South Achefer,0.49909303,0,moderate,nearby_same_zone,monitor,14,0,0.72052395,North Achefer,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET041301,2026-01-01,Oromia,South West Shewa,Ameya,0.49905035,0,moderate,nearby_same_zone,monitor,8,0,0.5864828,Ilu,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:aa3c11c17101,2026-01-01,Amhara,Waghimra,Dehana,0.49903288,0,moderate,nearby_same_zone,monitor,8,0,0.69610274,Gaz Gibla,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:f6aea048b8ef,2026-01-01,SNNPR,Silite,Silti,0.49873945,0,moderate,nearby_same_zone,monitor,7,0,0.5377076,Worabe,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040802,2026-01-01,Oromia,Arsi,Aseko,0.4977847,0,moderate,nearby_same_zone,monitor,31,0,0.7121021,Diksis,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:1f3bcb1d8b12,2026-01-01,SNNPR,Gedeo,Yerga Cheff Town,0.49777287,0,moderate,nearby_same_zone,monitor,13,0,0.6789766,Chelekleketu,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:ET040816,2026-01-01,Oromia,Arsi,Tiyo,0.4976301,0,moderate,nearby_same_zone,monitor,31,0,0.7121021,Diksis,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:d5f881dadc43,2026-01-01,Oromia,South West Shoa,Tole,0.49756888,0,moderate,nearby_same_zone,monitor,11,0,0.69034,Ilu,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:36696de24de8,2026-01-01,Amhara,S Wello,Tenta,0.4973563,0,moderate,nearby_same_zone,monitor,4,0,0.5888631,Kutaber,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:fb78f95623db,2026-01-01,Oromia,North Shoa,Wara Jarso,0.4963136,0,moderate,nearby_same_zone,monitor,3,0,0.51986957,Dera (OR),This woreda is in the same zone as a high or very-high risk source woreda.
ETH:b6250d9bb5b8,2026-01-01,Amhara,North Shewa,Basona Worena,0.4961701,0,moderate,nearby_same_zone,monitor,5,0,0.5511707,Angolelana Tera,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:cd380d5d8290,2026-01-01,Oromia,East Wellega,Gudaya Bila,0.495478,0,moderate,nearby_same_zone,monitor,18,0,0.73520285,Sibu Sire,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:e8c97843fc44,2026-01-01,SNNPR,Silite,Dalocha,0.4950633,0,moderate,nearby_same_zone,monitor,7,0,0.5377076,Worabe,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:31c0bcede6b6,2026-01-01,South West Ethiopia,Dawro,Kachi,0.49481976,0,moderate,nearby_same_zone,monitor,12,0,0.7287616,Disa,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:10da78cad448,2026-01-01,Oromia,Finfine Zuria,Sululta,0.4942777,0,moderate,nearby_same_zone,monitor,9,0,0.6879993,Sebeta Hawas,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:2ea14a1555d2,2026-01-01,Oromia,East Harerghe,Chinaksen,0.49409392,0,moderate,nearby_same_zone,monitor,16,0,0.68379,Kombolcha,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:33027edbee8f,2026-01-01,SNNPR,South Omo,Bena Tsemay,0.4940106,0,moderate,nearby_same_zone,monitor,5,0,0.651554,Jinka Town,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:664338ad20d8,2026-01-01,Oromia,E Wellega,Kiremu,0.49383935,0,moderate,nearby_same_zone,monitor,6,0,0.6111743,Sibu Sire,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:d29faafd3058,2026-01-01,Sidama,Sidama,Malga,0.49277255,0,moderate,nearby_same_zone,monitor,36,0,0.7085871,Aleta Chuko,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:1ec391eee8c3,2026-01-01,Oromia,East Harerghe,Meyu Muleke,0.4927419,0,moderate,nearby_same_zone,monitor,16,0,0.68379,Kombolcha,This woreda is in the same zone as a high or very-high risk source woreda.
ETH:badc3b077704,2026-01-01,Oromia,Shaggar City,Koye Fache sub city,0.49259996,0,moderate,nearby_same_zone,monitor,6,0,0.6244372,Burayu sub city,This woreda is in the same zone as a high or very-high risk source woreda.
